TransactionAmt,ProductCD,card2,card3,card4,card5,card6,P_emaildomain,C1,C5,C9,C13,D1,D3,D4,D10,D11,D15,M2,M3,M6,hour,day_week,is_night,amt_log,amt_dec,card2_freq,card4_product_freq,C1_C2_ratio
-0.5869581810918755,0.2241944592161996,1.0690059521358997,-0.288385556873007,-0.6594889120010606,0.6371271675736239,-0.577745991820025,0.7501315475429655,-0.07708061713886545,-0.17414183935927827,-0.0186324992587719,-0.033503332442458816,0.1400914021858031,-0.2632994600834315,0.03644618763355594,-0.5544508263008662,0.16218327229954826,-0.17990404549447098,0.24604696173613835,0.34680519707408897,-0.7095388613025192,-0.3731453512523885,-1.4332241855230066,-0.5655881975129102,-0.9865208494099837,1.323860158147761,-0.9982727678570427,0.9513720079736273,-0.4622942574815692
5.787884025109656,0.2241944592161996,1.4074668222027729,-0.288385556873007,-0.6594889120010606,0.6371271675736239,1.681771195091534,2.2048668166153353,-0.08870093233060387,-0.21396465159960867,-0.20955374403556204,-0.2324424694571727,-0.5917566906009838,-0.24174281415822194,-0.6282835678774757,-0.6365246215110226,-0.7082382139918721,-0.7712307456354605,0.24604696173613835,-2.8834631327233753,-0.7095388613025192,0.5495573130161026,1.0230297742422148,-0.5655881975129102,2.797431996183247,1.100682494241687,0.21634279619369395,0.9513720079736273,0.7523724950942623
-0.31974830008645794,-2.6454946187511554,0.8135637860476936,-0.288385556873007,-0.6594889120010606,0.6371271675736239,-0.577745991820025,-0.7046037215294045,-0.09451108992647309,-0.21396465159960867,-0.2731941589611588,-0.225582499215286,-0.5917566906009838,-0.24174281415822194,-0.47856965897859477,-0.5368635844701184,-0.36428133634445603,-0.48355829691822233,0.24604696173613835,0.34680519707408897,-0.7095388613025192,0.1541133140438921,1.514280566195259,-0.5655881975129102,-0.055820750757924587,-0.8732256523769565,1.2218851893832383,-1.4223400499116012,-0.4622942574815692
-0.16809683527067046,-2.6454946187511554,-1.6067507376380594,-0.288385556873007,0.9750447081048383,0.46766235621177843,1.681771195091534,0.7501315475429655,-0.09451108992647309,-0.21396465159960867,-0.2731941589611588,-0.225582499215286,-0.5917566906009838,-0.24174281415822194,-0.47856965897859477,-0.5368635844701184,-0.36428133634445603,-0.48355829691822233,0.24604696173613835,0.34680519707408897,-0.7095388613025192,-1.69129201449309,-0.45072260161691813,1.7680708409357737,0.24961547885469368,-0.8732256523769565,1.5371542565548777,-1.5560177987402286,-0.4622942574815692
2.2583266017819295,0.2241944592161996,-1.2299735426579552,-0.288385556873007,0.9750447081048383,-2.364820919407639,1.681771195091534,0.7501315475429655,-0.09451108992647309,-0.21396465159960867,-0.20955374403556204,-0.2324424694571727,-0.5917566906009838,-0.24174281415822194,-0.6282835678774757,-0.6365246215110226,-0.6731405734156053,-0.7712307456354605,-4.064264776707159,-2.8834631327233753,-0.7095388613025192,0.6813719793401727,-0.45072260161691813,-0.5655881975129102,1.9696357855222466,-0.8732256523769565,0.013906868851904425,-0.3326799937228694,-0.4622942574815692
-0.17208223576602932,-1.210650079767478,1.2286573059410286,2.755771454478647,0.9750447081048383,-1.4690783450664555,1.681771195091534,-0.7046037215294045,-0.09451108992647309,-0.21396465159960867,-0.2731941589611588,-0.2324424694571727,-0.5917566906009838,-0.24174281415822194,-0.6282835678774757,-0.6365246215110226,-0.36428133634445603,-0.7712307456354605,0.24604696173613835,0.34680519707408897,-0.7095388613025192,0.6813719793401727,0.04052819033612616,-0.5655881975129102,0.24260623915840918,-0.07996203868223396,1.2915762463369687,-1.3626910145777118,-0.4622942574815692
-0.5678197662321232,-1.210650079767478,1.164796764418977,2.755771454478647,-0.6594889120010606,-1.4932876038324334,-0.577745991820025,0.2652197911855088,-0.07127045954299624,-0.21396465159960867,-0.2731941589611588,-0.1432628563126458,-0.34121410027757926,-0.4141959815598987,0.683210274076722,-0.6365246215110226,-0.36428133634445603,0.3954408519400052,0.24604696173613835,0.34680519707408897,-0.7095388613025192,1.2086306446364534,-0.45072260161691813,-0.5655881975129102,-0.8853793192636757,-0.6303898522663369,-0.03919107930331895,-1.2428603632373085,-1.495667464896829
-0.47139976490224544,-2.6454946187511554,1.2286573059410286,-0.288385556873007,-0.6594889120010606,0.6371271675736239,-0.577745991820025,0.7501315475429655,-0.08870093233060387,-0.21396465159960867,-0.2731941589611588,-0.225582499215286,-0.5917566906009838,-0.24174281415822194,-0.47856965897859477,-0.5368635844701184,-0.36428133634445603,-0.48355829691822233,0.24604696173613835,0.34680519707408897,-0.7095388613025192,1.2086306446364534,1.0230297742422148,-0.5655881975129102,-0.4842538033207521,-0.8732256523769565,1.2915762463369687,-1.4223400499116012,0.7523724950942623
-0.6988769621259266,0.2241944592161996,-0.6296844523506709,-0.288385556873007,-0.6594889120010606,0.6371271675736239,-0.577745991820025,-0.21969196517194783,-0.09451108992647309,-0.21396465159960867,-0.2731941589611588,-0.225582499215286,-0.5917566906009838,-0.24174281415822194,-0.47856965897859477,-0.6365246215110226,-0.36428133634445603,-0.7712307456354605,0.24604696173613835,0.34680519707408897,1.4093660749804084,0.6813719793401727,0.5317789822891704,-0.5655881975129102,-1.9117663842242372,0.2831353005307904,-0.8821210062674913,0.9513720079736273,-0.4622942574815692
-0.06497383919593495,0.2241944592161996,-1.0767082430050317,-0.288385556873007,0.9750447081048383,-0.8154283583850516,-0.577745991820025,-0.7046037215294045,-0.09451108992647309,-0.21396465159960867,-0.20955374403556204,-0.21186255873151263,-0.4071463608890015,0.1893901043459699,-0.46060398991072904,-0.47237703109070966,-0.5116914267647773,-0.6220672537080036,0.24604696173613835,0.34680519707408897,-0.7095388613025192,0.4177426466920324,-0.9419733935699623,-0.5655881975129102,0.41669373840017043,-0.8732256523769565,0.0006323818130985798,-0.3326799937228694,-0.4622942574815692
